GID;NOMBRE;OBSERVACIONES;TIPO_LOCAL_SEL_DOM;THE_GEOM.SDO_POINT.X;THE_GEOM.SDO_POINT.Y
 411;En Vía Pública;Fte 344;En via publica; 572334.665984323; 6136864.656942445
 424;En Vía Pública;;En via publica; 572255.238592304; 6136858.277023025
 1033;En vía pública;ENTRE EL 1544-1546;En via publica; 575980.449494148; 6137771.142871191
 1396;En Vía Pública;Fte.1305;En via publica; 575836.118320924; 6137193.955910863
 431;En Vía Pública;En 1571;En via publica; 572578.016009159; 6137337.34573607
 474;En Vía Pública;;En via publica; 574348.198260694; 6136273.290494005
 476;En Vía Pública;En el 1103;En via publica; 574317.268792629; 6136623.250219226
 477;En Vía Pública;;En via publica; 574304.675441873; 6136793.729491657
 479;En Vía Pública;;En via publica; 574272.550534368; 6137012.330896032
 1040;En vía pública;En el 1883;En via publica; 575929.244935096; 6138476.337490454
 487;En Vía Pública;;En via publica; 574159.699762634; 6137478.49128704
 496;En Vía Pública;En el 1200 ;En via publica; 574110.607410858; 6136784.537194023
 503;En Vía Pública;Fte. 1682;En via publica; 573920.955840166; 6137780.010436877
 504;En Vía Pública;Fte. 1599;En via publica; 573945.466812962; 6137603.745154179
 507;En Vía Pública;;En via publica; 573957.905867854; 6137252.772556885
 508;En Vía Pública;En 1337 BIS;En via publica; 573971.724480954; 6137071.932625006
 509;En Vía Pública;En 1225;En via publica; 573992.03421413; 6136835.016018596
 523;En Vía Pública;1470/1472;En via publica; 573139.585324181; 6137290.902154693
 1042;En vía pública;ENTRE EL 2322-2328;En via publica; 575995.371753218; 6138396.066701325
 559;En Vía Pública;;En via publica; 573342.272284756; 6137216.483194334
 564;En Vía Pública;;En via publica; 573371.287697162; 6136961.011011214
 581;En Vía Pública;En el 1336;En via publica; 573472.02763704; 6137027.593435601
 583;En Vía Pública;En 1389;En via publica; 573452.032549967; 6137139.055410351
 1046;En vía pública;;En via publica; 575591.03565772; 6137601.643890768
 1048;En vía pública;En 2024/2026;En via publica; 575696.79917737; 6137654.587273055
 1049;En vía pública;;En via publica; 575789.188264092; 6137699.73415381
 1052;En vía pública;En 1560;En via publica; 575771.419945949; 6137709.869277272
 1053;En vía pública;Esquina en 1496;En via publica; 575788.116895075; 6137595.945467859
 1055;En vía pública;Entre 1444/1448;En via publica; 575816.674719726; 6137454.752414404
 1061;En vía pública;Fte 1148;En via publica; 575745.877479545; 6136908.136500718
 1062;En vía pública;En 1299;En via publica; 575714.836583033; 6137257.692079318
 1060;En vía pública;Entre 1124/1128;En via publica; 575871.216539712; 6136770.542107808
 1063;En vía pública;En 1381/1383;En via publica; 575673.35448682; 6137440.419189798
 1064;En vía pública;En el 1444;En via publica; 575648.295518886; 6137529.915503846
 1065;En vía pública;En 1469;En via publica; 575617.175491278; 6137572.415274448
 1066;En vía pública;Fte 1515;En via publica; 575601.981606103; 6137640.19545825
 1117;En vía pública;En el 1510;En via publica; 574700.587122455; 6136344.874147882
 1120;En vía pública;Fte 1434;En via publica; 575061.418002037; 6137378.070318814
 1122;En vía pública;Fte 1434;En via publica; 575064.360530773; 6137371.204418431
 1124;En vía pública;Fte 1412;En via publica; 575081.357700576; 6137337.571210429
 1126;En vía pública;8-n87;En via publica; 575009.093746034; 6137270.722617106
 1125;En vía pública;;En via publica; 574522.227191953; 6136822.471457182
 1129;En vía pública;Entre 1259/1253;En via publica; 575145.924091725; 6137021.197632698
 1134;En vía pública;C8-n99, En 1362;En via publica; 575135.114299345; 6137247.458652542
 1136;En vía pública;Fte 1266;En via publica; 575341.625924468; 6136984.523634925
 1135;En vía pública;En el 1245;En via publica; 574621.848913146; 6136911.073248397
 1143;En vía pública;;En via publica; 574652.630308729; 6136513.05146725
 1144;En vía pública;Fte 1401 ;En via publica; 574910.139765692; 6137257.825656106
 1148;En vía pública;Fte 1345;En via publica; 574811.834664787; 6137174.954570264
 1150;En vía pública;Fte 1312;En via publica; 574833.369076347; 6137111.663383842
 1509;En vía pública;;En via publica; 576418.288294674; 6136152.241434726
 1151;En vía pública;Fte. 1373;En via publica; 574746.283875693; 6137124.927925221
 1153;En vía pública;;En via publica; 574727.083530103; 6137169.50225233
 1156;En vía pública;En el 1092;En via publica; 574748.872407508; 6136629.987259624
 1158;En Vía Pública;S/N ;En via publica; 574495.12090732; 6137130.42278434
 1164;En vía pública;En 1258;En via publica; 574717.60596188; 6136981.95833642
 1170;En vía pública;;En via publica; 574999.496029927; 6136305.78605998
 1188;En Vía Pública;S/N;En via publica; 573888.977561938; 6136969.492258237
 1190;En vía pública;Fte.1045;En via publica; 575179.169845736; 6136559.36592434
 1191;En vía pública;Fte.1164;En via publica; 575151.24978295; 6136813.274260026
 1376;En vía pública;ENTRE EL 2357-2363;En via publica; 576326.669977807; 6136403.879772142
 1418;En vía pública;;En via publica; 573836.066390578; 6136355.59014369
 1435;En vía pública;ENTRE EL 1927-1935;En via publica; 576253.170836776; 6138606.438860318
 1475;En vía pública;ENTRE EL 1165 Y ESQ.;En via publica; 576394.469009729; 6136894.40620513
 1476;En vía pública;;En via publica; 576409.113754934; 6136725.325965034
 1519;En vía pública;FTE. 748;En via publica; 576361.583723102; 6136066.312199344
 1526;En vía pública;FTE. 543;En via publica; 576304.006773505; 6135638.410778476
 1529;En vía pública;EN EL 120;En via publica; 576601.346659896; 6134783.524565827
 1543;En vía pública;en el 1659;En via publica; 576298.898360112; 6138020.372410067
 1108;En vía pública;En el 1460;En via publica; 574605.00196633; 6136338.304721344
 1109;En vía pública;Fte. 1371;En via publica; 575433.026399744; 6137269.362769482
 1121;En vía pública;En el 1077;En via publica; 574527.335462448; 6136576.545376847
 1123;En vía pública;Entre el 1144/1146;En via publica; 574532.08133176; 6136709.805792058
 1128;En vía pública;;En via publica; 574509.925089951; 6136949.624787497
 1132;En vía pública;;En via publica; 574630.554099395; 6136963.304365888
 1154;En vía pública;;En via publica; 574764.310559872; 6136426.991979605
 1155;En vía pública;Fte. 1421;En via publica; 574715.839708512; 6137200.34424649
 1167;En vía pública;;En via publica; 574836.991373289; 6136812.829003592
 1168;En vía pública;Fte.948;En via publica; 574887.487307457; 6136356.042172995
 1175;En vía pública;En el 1265;En via publica; 574935.444121183; 6136996.232789105
 1177;En vía pública;Entre el 1734/1736;En via publica; 575009.350169733; 6137027.766036487
 1178;En vía pública;Fte.1235;En via publica; 575048.438257634; 6136992.948075836
 1182;En vía pública;S/N;En via publica; 573960.564413969; 6136221.322353479
 1201;En vía pública;EN EL 1221;En via publica; 576167.479612718; 6137131.921955898
 1205;En vía pública;FTE. 1043;En via publica; 576213.279458989; 6136697.913888861
 1206;En vía pública;;En via publica; 576210.096221207; 6136590.518468471
 1207;En vía pública;ENTRE EL 1004-1006;En via publica; 575997.365898; 6136567.929563257
 1210;En vía pública;Fte. 1144;En via publica; 575952.46866895; 6136922.646325272
 1211;En vía pública;;En via publica; 575940.541731358; 6137052.384292685
 1213;En vía pública;;En via publica; 575936.789449384; 6137274.581610368
 1218;En vía pública;C9-n79;En via publica; 576008.325896646; 6137683.093730653
 1219;En vía pública;EN EL 1453;En via publica; 576001.361789587; 6137618.3273395
 1224;En vía pública;;En via publica; 576013.086577184; 6137436.127529778
 1226;En vía pública;ENTRE EL 1155 Y ESQ.;En via publica; 576046.118821141; 6136967.701977422
 1228;En vía pública;S/N;En via publica; 576068.993655482; 6136699.354968534
 1246;En vía pública;C11-n14, Fte. 880;En via publica; 575382.849070589; 6136267.82973524
 1247;En vía pública;C11-n13, Fte. 880;En via publica; 575383.443313858; 6136270.206708314
 1248;En vía pública;;En via publica; 575379.283610979; 6136329.036791879
 1249;En vía pública;Fte. 1109;En via publica; 575368.313692423; 6136679.048882643
 1255;En vía pública;Fte. 851;En via publica; 575494.599509589; 6136232.887468123
 1256;En vía pública;;En via publica; 575595.428759724; 6136257.84081997
 1257;En vía pública;;En via publica; 575588.0379979; 6136354.99026871
 1261;En vía pública;Fte. 1198;En via publica; 575529.675951306; 6136865.882294366
 1264;En vía pública;Fte. 1143;En via publica; 575658.358686957; 6136789.349988901
 1270;En vía pública;Fte. 2006;En via publica; 575711.670180272; 6136336.904333263
 1272;En vía pública;;En via publica; 575772.692142444; 6136284.032263897
 1273;En vía pública;;En via publica; 575640.74616121; 6136230.581531985
 1274;En vía pública;En el 936;En via publica; 575797.58828778; 6136416.194506599
 1276;En vía pública;C11-n71;En via publica; 575861.478850709; 6136706.895905328
 1278;En vía pública;En 991;En via publica; 575878.934534521; 6136511.146190205
 1281;En vía pública;En el 927;En via publica; 575887.818659184; 6136398.470071614
 1142;En vía pública;Fte 1407;En via publica; 575262.903970403; 6137290.262267436
 1146;En vía pública;Entre el 973/983;En via publica; 574661.827505882; 6136395.78720355
 1195;En vía pública;ENTRE EL 1498-1496;En via publica; 576133.346019163; 6137710.189749923
 1196;En vía pública;FTE. 1423-1431;En via publica; 576141.308271993; 6137564.185266887
 1200;En vía pública;ENTRE EL 1379-1383;En via publica; 576139.999704956; 6137466.915117189
 1202;En vía pública;ENTRE EL 1161-1157;En via publica; 576180.565283081; 6136987.107203882
 1203;En vía pública;;En via publica; 576186.758887831; 6136878.613536721
 1204;En vía pública;;En via publica; 576132.561914743; 6136870.175320298
 1208;En vía pública;;En via publica; 576013.159151442; 6136714.596622986
 1212;En vía pública;;En via publica; 575945.647378947; 6137159.9929534
 1214;En vía pública;;En via publica; 575917.107119774; 6137360.484998236
 1215;En vía pública;EN EL 1386;En via publica; 575921.469009895; 6137450.77612374
 1216;En vía pública;;En via publica; 575901.307759741; 6137524.477735229
 1217;En vía pública;;En via publica; 575896.316746966; 6137582.714159957
 1223;En vía pública;EN EL 1401;En via publica; 576009.086952076; 6137510.769307931
 1225;En vía pública;Fte. 1306;En via publica; 576022.570237326; 6137311.508158501
 1227;En vía pública;;En via publica; 576060.177115742; 6136813.067788053
 1233;En vía pública;ENTRE EL 2288 2286;En via publica; 576145.233973101; 6136581.015233618
 1230;En vía pública;EN EL 1013;En via publica; 576076.670525869; 6136601.186840176
 1232;En vía pública;EN EL 963;En via publica; 576086.206768182; 6136487.763942424
 1234;En vía pública;;En via publica; 575249.358083551; 6136953.601512024
 1238;En vía pública;En 1144;En via publica; 575272.448392897; 6136765.878708354
 1242;En vía pública;En 915;En via publica; 575292.789934518; 6136326.922534614
 1245;En vía pública;;En via publica; 575240.250565252; 6136303.358636935
 1251;En vía pública;En 1221;En via publica; 575337.848749093; 6136922.768892798
 1252;En vía pública;Fte. 1194;En via publica; 575421.234738324; 6136882.839956298
 1253;En vía pública;;En via publica; 575432.547976978; 6136785.551644228
 1254;En vía pública;;En via publica; 575472.666540592; 6136293.65804877
 1258;En vía pública;En 960;En via publica; 575576.52945611; 6136491.790774054
 1259;En vía pública;;En via publica; 575573.089002996; 6136550.887191806
 1260;En vía pública;;En via publica; 575559.641810496; 6136697.260687398
 1268;En vía pública;En 1012;En via publica; 575678.817846058; 6136546.216602527
 1269;En vía pública;Fte. 957;En via publica; 575686.850437985; 6136453.181372384
 1271;En vía pública;Fte. 2091;En via publica; 575844.780672387; 6136336.904333263
 1275;En vía pública;;En via publica; 575784.239591273; 6136566.123216929
 1277;En vía pública;;En via publica; 575868.309407179; 6136624.130310706
 1280;En vía pública;En el 927;En via publica; 575887.818659184; 6136401.441287955
 1181;En vía pública;S/N;En via publica; 573971.913549047; 6136212.592249573
 1187;En vía pública;Fte. 945;En via publica; 575195.147607514; 6136366.377308846
 1194;En vía pública;En el 1240;En via publica; 575149.935897643; 6136987.035591953
 1372;En vía pública;EN EL 1055;En via publica; 576235.706678052; 6136504.752162365
 1388;En vía pública;;En via publica; 576314.782936904; 6135506.009887408
 1379;En vía pública;Fte.2232;En via publica; 576254.673101764; 6135663.936150047
 1387;En vía pública;;En via publica; 576214.632218628; 6136048.999392609
 1389;En vía pública;FTE. 597;En via publica; 576297.359773111; 6135748.346554518
 1393;En Vía Pública;Entre el 1363/1367;En via publica; 574388.653355926; 6136389.86520645
 1394;En Vía Pública;;En via publica; 575884.781853482; 6137694.742303871
 1395;En Vía Pública;ESQUINA;En via publica; 576102.491331565; 6137852.099098356
 1412;En vía pública;Entre el 1277/1281;En via publica; 573363.00058947; 6136911.034673618
 1414;En vía pública;;En via publica; 573385.832250563; 6136648.94623066
 1420;En vía pública;;En via publica; 573820.150720744; 6136499.968005762
 1426;En via publica;Fte. 1029;En via publica; 574137.741551018; 6136473.467135988
 1427;En via publica;Fte. 1140;En via publica; 574002.830546968; 6136661.492708563
 1428;En via publica;S/N;En via publica; 574011.328877932; 6136341.743006049
 1434;En vía pública;ENTRE EL 2087-2095;En via publica; 575551.622935194; 6138265.798628664
 1436;En vía pública;;En via publica; 576161.389760126; 6138628.439952842
 1437;En vía pública;ENTRE EL 2209-2215;En via publica; 576144.676101034; 6137842.852204163
 1439;En vía pública;EN EL 2253;En via publica; 576233.229780846; 6137850.005565485
 1442;En vía pública;FTE. 2339;En via publica; 576285.523318786; 6138171.660157336
 1450;En vía pública;;En via publica; 575633.532451697; 6136935.123865381
 1452;En vía pública;EN EL 1631;En via publica; 576307.970073278; 6137936.585904242
 1453;En vía pública;;En via publica; 575639.577360668; 6136862.207150917
 1454;En vía pública;S/N;En via publica; 576324.74347224; 6137759.231876985
 1460;En vía pública;Fte. 1447/1441;En via publica; 575223.61206209; 6137370.357311304
 1118;En vía pública;En 1496;En via publica; 575356.511899929; 6137520.210402312
 1139;En vía pública;Fte.1105;En via publica; 574654.929608017; 6136644.768469334
 1147;En vía pública;En 1386;En via publica; 574778.70681549; 6137267.634085225
 1152;En vía pública;;En via publica; 574771.536929064; 6136342.246377267
 1157;En vía pública;Fte 1390;En via publica; 574616.745428403; 6137179.464929933
 1163;En vía pública;En el 1226;En via publica; 574722.594701357; 6136912.801072077
 1166;En vía pública;Fte.1258;En via publica; 574868.764441824; 6136980.466165416
 1171;En vía pública;Entre el 1083/1091;En via publica; 574959.422528046; 6136629.001845642
 1172;En vía pública;Fte.1159;En via publica; 574963.692655295; 6136786.996553876
 1173;En vía pública;;En via publica; 574952.196158854; 6136911.815658094
 1180;En vía pública;;En via publica; 575048.403039325; 6136801.636621272
 1375;En vía pública;EN EL 973;En via publica; 576398.036179967; 6136428.246415239
 1380;En vía pública;Fte. 2210;En via publica; 576212.496856554; 6135767.41507725
 1385;En vía pública;EN EL 2230;En via publica; 576257.629610262; 6135856.53562756
 1386;En vía pública;;En via publica; 576218.857777943; 6135970.055885046
 1425;En via publica;;En via publica; 574368.258778412; 6136173.900969514
 1440;En vía pública;S/N;En via publica; 576219.416393466; 6138001.952826667
 1455;En vía pública;;En via publica; 576227.063090051; 6137806.838729921
 1457;En vía pública;ESQUINA;En via publica; 576205.50277158; 6137934.850981066
 1463;En vía pública;;En via publica; 576194.367057392; 6138181.112618296
 1464;En vía pública;;En via publica; 576202.125798875; 6138109.403037925
 1468;En vía pública;FTE. 2273;En via publica; 576150.216853882; 6138054.284284204
 1470;En vía pública;;En via publica; 576349.203433641; 6137449.575182453
 1471;En vía pública;;En via publica; 576357.857146716; 6137346.396295779
 1131;En vía pública;En 1305;En via publica; 575161.618957485; 6137126.132275126
 1137;En vía pública;;En via publica; 575349.946347729; 6137087.909978202
 1159;En vía pública;En 1136;En via publica; 574739.990726519; 6136727.020739142
 1416;En vía pública;Fte. 1432;En via publica; 573634.846850524; 6137244.593987319
 1441;En vía pública;FTE. 2339;En via publica; 576283.549977731; 6138166.480137069
 1458;En vía pública;En 1350;En via publica; 575319.574992007; 6137169.364088013
 1461;En vía pública;S/N;En via publica; 575958.307155562; 6137703.263898804
 1462;En vía pública;;En via publica; 574951.591158388; 6137145.184452128
 1466;En vía pública;FTE. 1629;En via publica; 576011.888408896; 6137934.724020195
 1472;En vía pública;;En via publica; 576365.179519319; 6137267.181537624
 1473;En vía pública;;En via publica; 576377.161583578; 6137132.050479595
 1478;En vía pública;;En via publica; 576435.074894161; 6136793.889999404
 1479;En vía pública;;En via publica; 576429.083862032; 6136887.083832526
 1480;En vía pública;;En via publica; 576404.454063278; 6137187.301109234
 1482;En vía pública;;En via publica; 576366.521276884; 6137654.251872226
 1484;En vía pública;EN EL 1048;En via publica; 576315.664057146; 6136720.513317834
 1485;En vía pública;;En via publica; 576302.780228146; 6136848.673511573
 1486;En vía pública;FTE. 1136;En via publica; 576288.30396907; 6136942.179735636
 1487;En vía pública;;En via publica; 576277.399243767; 6137063.440280999
 1488;En vía pública;ENTRE EL 1206-1220;En via publica; 576284.378267961; 6137127.560065777
 1491;En vía pública;;En via publica; 576243.812689835; 6137475.20270842
 1495;En vía pública;EN EL 1499;En via publica; 576223.747995279; 6137725.575201364
 1497;En vía pública;Entre 961/973;En via publica; 574544.745834945; 6136373.838897059
 1499;En vía pública;Fte. 1118;En via publica; 574860.619735963; 6136671.058827545
 1500;En vía pública;;En via publica; 576034.878153041; 6137277.609085937
 1501;En vía pública;;En via publica; 575086.954578426; 6136311.658995284
 1502;En vía pública;;En via publica; 574907.876461313; 6136551.673416136
 1503;En vía pública;Fte. 1637;En via publica; 574953.889588626; 6136555.404210242
 1504;En vía pública;FTE. 2348;En via publica; 576379.467472598; 6136984.490069808
 1505;En vía pública;;En via publica; 575377.46781382; 6136519.814014959
 1508;En vía pública;EN EL 931;En via publica; 576434.863477134; 6136419.625299143
 1510;En vía pública;FTE. 2337;En via publica; 576424.394940844; 6135975.148695815
 1511;En vía pública;;En via publica; 576482.408079453; 6135813.322572327
 1514;En vía pública;EN EL 581;En via publica; 576488.950914634; 6135747.021842488
 1516;En vía pública;FTE. 2333;En via publica; 576461.03481786; 6135370.590725048
 1127;En vía pública;Entre 1284/1278;En via publica; 575066.417137974; 6137119.926131933
 1130;En vía pública;Fte. 1464;En via publica; 574521.11747227; 6137044.138238196
 1133;En vía pública;;En via publica; 575153.681121212; 6137202.905505872
 1176;En vía pública;En el 1726;En via publica; 574983.729406236; 6137034.335463025
 1422;En via publica;Fte. 1536;En via publica; 574326.829414963; 6137509.732367891
 1423;En via publica;;En via publica; 574342.232639835; 6137231.943174511
 1429;En via publica;Fte. 1506;En via publica; 575145.699023597; 6137490.632852417
 1432;En vía pública;EN EL 1809;En via publica; 575003.717153187; 6137986.417777327
 1456;En vía pública;FTE. 1582;En via publica; 576207.680706522; 6137911.801169587
 1469;En vía pública;;En via publica; 576341.215390801; 6137531.452621555
 1477;En vía pública;ENTRE EL 990-1018;En via publica; 576454.379331023; 6136596.85160937
 1481;En vía pública;EN EL 1384;En via publica; 576387.812307363; 6137385.670839741
 1483;En vía pública;S/N;En via publica; 576317.698345936; 6136586.250257725
 1489;En vía pública;ENTRE EL 1288-1292;En via publica; 576268.239274513; 6137289.822378279
 1490;En vía pública;FTE. 1334;En via publica; 576252.536470077; 6137373.134479589
 1492;En vía pública;;En via publica; 576232.907964533; 6137601.261332916
 1498;En vía pública;FTE. 1295;En via publica; 576163.990100622; 6137295.492835435
 1515;En vía pública;EN EL 2349;En via publica; 576496.802316852; 6135577.780505794
 1517;En vía pública;FTE. 2333;En via publica; 576467.577653042; 6135365.792645915
 1518;En vía pública;;En via publica; 575768.826867836; 6136772.989501754
 1521;En vía pública;;En via publica; 575873.189282241; 6136733.370437027
 1523;En vía pública;ENTRE EL 651-655;En via publica; 576372.488448404; 6135894.017539565
 1524;En vía pública;;En via publica; 576390.3721979; 6135720.41431275
 1525;En vía pública;FTE. 438;En via publica; 576412.181648505; 6135447.359991178
 1527;En vía pública;;En via publica; 576621.552374312; 6134549.246815272
 1530;En vía pública;;En via publica; 576589.870561027; 6134946.944213721
 1531;En vía pública;;En via publica; 576577.476374248; 6135089.247839697
 1532;En vía pública;EN EL 344;En via publica; 576567.377407244; 6135221.911542622
 1533;En vía pública;;En via publica; 576553.606088601; 6135395.430157521
 1534;En vía pública;;En via publica; 576533.408154592; 6135643.772937045
 1535;En vía pública;EN PLAZOLETA;En via publica; 576515.505440356; 6135799.388837709
 1538;En vía pública;ESQ. ESTIGARRIBIA;En via publica; 576502.652209623; 6135926.084969223
 1539;En vía pública;;En via publica; 576481.536187704; 6136179.47723225
 1540;En vía pública;;En via publica; 576471.437220699; 6136404.867814037
 65;PUNTA CARRETAS SHOPPING;EN ELLAURI 350;Otras gdes. superficies; 576761.76553498; 6135120.567232714
 68;MONTEVIDEO SHOPPING;EN 1290;Otras gdes. superficies; 578818.872302366; 6137254.356466788
 121;COOPERATIVA BANCARIA;;Otras gdes. superficies; 572448.072666265; 6136858.821783738
 124;COOPERATIVA MUNICIPAL;;Otras gdes. superficies; 574448.53505198; 6136919.00325672
 84;NUEVOCENTRO;5 Cont.;Otras gdes. superficies; 575911.818235182; 6141086.992570492
 112;SHOPPING TRES CRUCES;;Otras gdes. superficies; 576187.681442766; 6138335.08876648
 130;COOPERATIVA MAGISTERIAL;EN 1730;Otras gdes. superficies; 574964.501493667; 6137491.619834385
 21;Cooperativa Policial;En 1335;Otras gdes. superficies; 574083.769021071; 6138068.436737414
